id;chain_name;hotel_name;description;email;country;city;street;number;room_type;capacity;price;room_number;checkin;checkout;status;rating;comment;review_date
857;Hilton;Hilton Mountain Resort;Mountain Resort description;info857@hotel.com;Ukraine;Dnipro;Shevchenka;58;Suite;4;168;414;2024-08-05;2024-08-12;checked-in;3;Good hotel;2024-08-05
858;Radisson;Radisson Grand Hotel;Grand Hotel description;info858@hotel.com;Ukraine;Lviv;Shevchenka;66;Suite;2;290;378;2024-06-29;2024-07-01;confirmed;2;Good hotel;2024-06-29
859;Accor;Accor Mountain Resort;Mountain Resort description;info859@hotel.com;Ukraine;Dnipro;Shevchenka;20;Suite;2;240;122;2024-09-29;2024-10-03;checked-in;3;Good hotel;2024-09-29
860;Hilton;Hilton Sea View;Sea View description;info860@hotel.com;Ukraine;Kyiv;Shevchenka;61;Suite;4;160;22;2024-01-26;2024-01-31;checked-in;4;Good hotel;2024-01-26
861;Radisson;Radisson Grand Hotel;Grand Hotel description;info861@hotel.com;Ukraine;Kyiv;Shevchenka;78;Suite;2;201;284;2024-04-28;2024-05-05;pending;3;Good hotel;2024-04-28
862;Marriott;Marriott Grand Hotel;Grand Hotel description;info862@hotel.com;Ukraine;Odesa;Shevchenka;84;Suite;3;257;137;2024-01-09;2024-01-15;checked-out;4;Good hotel;2024-01-09
863;Radisson;Radisson City Inn;City Inn description;info863@hotel.com;Ukraine;Lviv;Shevchenka;20;Single;3;211;189;2024-04-16;2024-04-18;confirmed;3;Good hotel;2024-04-16
864;Marriott;Marriott Sea View;Sea View description;info864@hotel.com;Ukraine;Odesa;Shevchenka;72;Suite;2;145;13;2024-05-29;2024-05-30;checked-out;4;Good hotel;2024-05-29
865;Radisson;Radisson Sea View;Sea View description;info865@hotel.com;Ukraine;Dnipro;Shevchenka;8;Suite;3;248;103;2024-03-18;2024-03-24;checked-in;3;Good hotel;2024-03-18
866;Hilton;Hilton City Inn;City Inn description;info866@hotel.com;Ukraine;Odesa;Shevchenka;76;Suite;3;75;354;2024-04-01;2024-04-06;pending;4;Good hotel;2024-04-01
867;Radisson;Radisson Sea View;Sea View description;info867@hotel.com;Ukraine;Lviv;Shevchenka;75;Double;3;168;137;2024-11-10;2024-11-12;checked-in;4;Good hotel;2024-11-10
868;Marriott;Marriott Sea View;Sea View description;info868@hotel.com;Ukraine;Dnipro;Shevchenka;15;Double;4;186;340;2024-07-18;2024-07-21;checked-in;3;Good hotel;2024-07-18
869;Radisson;Radisson Mountain Resort;Mountain Resort description;info869@hotel.com;Ukraine;Lviv;Shevchenka;27;Single;4;271;82;2024-02-24;2024-02-27;confirmed;3;Good hotel;2024-02-24
870;Radisson;Radisson City Inn;City Inn description;info870@hotel.com;Ukraine;Dnipro;Shevchenka;88;Single;1;172;236;2024-11-29;2024-12-05;confirmed;5;Good hotel;2024-11-29
871;Accor;Accor Mountain Resort;Mountain Resort description;info871@hotel.com;Ukraine;Kyiv;Shevchenka;78;Suite;1;183;421;2024-02-11;2024-02-15;checked-in;5;Good hotel;2024-02-11
872;Marriott;Marriott City Inn;City Inn description;info872@hotel.com;Ukraine;Kyiv;Shevchenka;55;Single;2;205;209;2024-02-23;2024-02-26;checked-out;4;Good hotel;2024-02-23
873;Radisson;Radisson City Inn;City Inn description;info873@hotel.com;Ukraine;Odesa;Shevchenka;81;Suite;2;55;28;2024-03-13;2024-03-14;pending;2;Good hotel;2024-03-13
874;Marriott;Marriott Sea View;Sea View description;info874@hotel.com;Ukraine;Kyiv;Shevchenka;61;Single;4;300;264;2024-11-02;2024-11-04;checked-in;3;Good hotel;2024-11-02
875;Accor;Accor Mountain Resort;Mountain Resort description;info875@hotel.com;Ukraine;Lviv;Shevchenka;3;Single;2;80;195;2024-07-17;2024-07-23;checked-in;2;Good hotel;2024-07-17
876;Accor;Accor Mountain Resort;Mountain Resort description;info876@hotel.com;Ukraine;Dnipro;Shevchenka;61;Single;4;86;436;2024-01-01;2024-01-08;checked-in;5;Good hotel;2024-01-01
877;Marriott;Marriott Mountain Resort;Mountain Resort description;info877@hotel.com;Ukraine;Dnipro;Shevchenka;19;Suite;2;50;486;2024-11-27;2024-12-02;checked-in;2;Good hotel;2024-11-27
878;Radisson;Radisson Mountain Resort;Mountain Resort description;info878@hotel.com;Ukraine;Dnipro;Shevchenka;58;Suite;3;274;171;2024-10-04;2024-10-11;pending;5;Good hotel;2024-10-04
879;Accor;Accor Sea View;Sea View description;info879@hotel.com;Ukraine;Kyiv;Shevchenka;8;Single;2;128;43;2024-09-09;2024-09-14;checked-in;4;Good hotel;2024-09-09
880;Hyatt;Hyatt City Inn;City Inn description;info880@hotel.com;Ukraine;Dnipro;Shevchenka;23;Single;4;219;421;2024-10-03;2024-10-10;checked-out;5;Good hotel;2024-10-03
881;Marriott;Marriott Mountain Resort;Mountain Resort description;info881@hotel.com;Ukraine;Dnipro;Shevchenka;30;Suite;3;256;277;2024-07-19;2024-07-24;confirmed;3;Good hotel;2024-07-19
882;Hilton;Hilton City Inn;City Inn description;info882@hotel.com;Ukraine;Lviv;Shevchenka;18;Single;1;132;142;2024-08-14;2024-08-18;confirmed;4;Good hotel;2024-08-14
883;Marriott;Marriott Grand Hotel;Grand Hotel description;info883@hotel.com;Ukraine;Lviv;Shevchenka;64;Single;4;231;12;2024-03-07;2024-03-11;pending;3;Good hotel;2024-03-07
884;Radisson;Radisson Sea View;Sea View description;info884@hotel.com;Ukraine;Dnipro;Shevchenka;13;Double;3;205;218;2024-12-02;2024-12-07;pending;4;Good hotel;2024-12-02
885;Hyatt;Hyatt Sea View;Sea View description;info885@hotel.com;Ukraine;Lviv;Shevchenka;59;Suite;1;170;167;2024-12-08;2024-12-12;pending;5;Good hotel;2024-12-08
886;Marriott;Marriott Mountain Resort;Mountain Resort description;info886@hotel.com;Ukraine;Odesa;Shevchenka;41;Suite;3;60;184;2024-04-07;2024-04-11;checked-out;3;Good hotel;2024-04-07
887;Marriott;Marriott Mountain Resort;Mountain Resort description;info887@hotel.com;Ukraine;Lviv;Shevchenka;29;Double;1;51;194;2024-06-08;2024-06-15;confirmed;2;Good hotel;2024-06-08
888;Accor;Accor Mountain Resort;Mountain Resort description;info888@hotel.com;Ukraine;Kyiv;Shevchenka;11;Single;2;277;440;2024-01-31;2024-02-03;checked-in;1;Good hotel;2024-01-31
889;Marriott;Marriott City Inn;City Inn description;info889@hotel.com;Ukraine;Odesa;Shevchenka;46;Double;3;247;376;2024-08-20;2024-08-26;checked-in;4;Good hotel;2024-08-20
890;Hilton;Hilton Mountain Resort;Mountain Resort description;info890@hotel.com;Ukraine;Dnipro;Shevchenka;33;Single;4;89;199;2024-02-01;2024-02-05;confirmed;5;Good hotel;2024-02-01
891;Radisson;Radisson Sea View;Sea View description;info891@hotel.com;Ukraine;Dnipro;Shevchenka;28;Single;1;261;2;2024-08-17;2024-08-23;confirmed;1;Good hotel;2024-08-17
892;Marriott;Marriott Mountain Resort;Mountain Resort description;info892@hotel.com;Ukraine;Dnipro;Shevchenka;22;Double;1;140;372;2024-04-01;2024-04-07;pending;2;Good hotel;2024-04-01
893;Accor;Accor Grand Hotel;Grand Hotel description;info893@hotel.com;Ukraine;Odesa;Shevchenka;50;Single;3;275;72;2024-06-11;2024-06-17;checked-out;2;Good hotel;2024-06-11
894;Hilton;Hilton City Inn;City Inn description;info894@hotel.com;Ukraine;Odesa;Shevchenka;63;Double;4;150;438;2024-02-06;2024-02-10;checked-out;4;Good hotel;2024-02-06
895;Radisson;Radisson Mountain Resort;Mountain Resort description;info895@hotel.com;Ukraine;Kyiv;Shevchenka;32;Single;3;191;219;2024-12-23;2024-12-29;checked-out;4;Good hotel;2024-12-23
896;Radisson;Radisson Grand Hotel;Grand Hotel description;info896@hotel.com;Ukraine;Odesa;Shevchenka;31;Suite;3;300;357;2024-08-06;2024-08-07;pending;2;Good hotel;2024-08-06
897;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info897@hotel.com;Ukraine;Odesa;Shevchenka;12;Suite;1;212;38;2024-05-15;2024-05-18;checked-in;1;Good hotel;2024-05-15
898;Marriott;Marriott Mountain Resort;Mountain Resort description;info898@hotel.com;Ukraine;Kyiv;Shevchenka;3;Double;2;226;450;2024-06-13;2024-06-15;confirmed;1;Good hotel;2024-06-13
899;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info899@hotel.com;Ukraine;Dnipro;Shevchenka;84;Single;3;118;378;2024-04-09;2024-04-14;pending;1;Good hotel;2024-04-09
900;Marriott;Marriott City Inn;City Inn description;info900@hotel.com;Ukraine;Lviv;Shevchenka;58;Suite;3;288;123;2024-05-18;2024-05-25;pending;1;Good hotel;2024-05-18
901;Hilton;Hilton City Inn;City Inn description;info901@hotel.com;Ukraine;Dnipro;Shevchenka;43;Single;4;168;232;2024-10-05;2024-10-12;checked-in;2;Good hotel;2024-10-05
902;Accor;Accor Mountain Resort;Mountain Resort description;info902@hotel.com;Ukraine;Dnipro;Shevchenka;37;Double;1;239;481;2024-12-06;2024-12-07;checked-in;2;Good hotel;2024-12-06
903;Marriott;Marriott Grand Hotel;Grand Hotel description;info903@hotel.com;Ukraine;Kyiv;Shevchenka;38;Single;4;260;431;2024-02-11;2024-02-14;checked-in;1;Good hotel;2024-02-11
904;Marriott;Marriott City Inn;City Inn description;info904@hotel.com;Ukraine;Dnipro;Shevchenka;70;Single;4;296;166;2024-07-29;2024-08-01;checked-in;2;Good hotel;2024-07-29
905;Radisson;Radisson Grand Hotel;Grand Hotel description;info905@hotel.com;Ukraine;Odesa;Shevchenka;53;Single;2;221;429;2024-04-08;2024-04-15;checked-in;4;Good hotel;2024-04-08
906;Accor;Accor City Inn;City Inn description;info906@hotel.com;Ukraine;Dnipro;Shevchenka;30;Single;1;137;134;2024-06-11;2024-06-17;checked-out;4;Good hotel;2024-06-11
907;Marriott;Marriott Sea View;Sea View description;info907@hotel.com;Ukraine;Lviv;Shevchenka;16;Single;2;108;388;2024-01-28;2024-01-31;checked-in;1;Good hotel;2024-01-28
908;Hilton;Hilton Mountain Resort;Mountain Resort description;info908@hotel.com;Ukraine;Lviv;Shevchenka;53;Double;3;89;362;2024-10-13;2024-10-19;confirmed;1;Good hotel;2024-10-13
909;Hilton;Hilton Sea View;Sea View description;info909@hotel.com;Ukraine;Odesa;Shevchenka;48;Double;4;214;141;2024-06-10;2024-06-14;checked-in;5;Good hotel;2024-06-10
910;Hyatt;Hyatt City Inn;City Inn description;info910@hotel.com;Ukraine;Lviv;Shevchenka;65;Single;1;104;402;2024-08-09;2024-08-12;confirmed;4;Good hotel;2024-08-09
911;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info911@hotel.com;Ukraine;Odesa;Shevchenka;37;Single;4;153;402;2024-01-11;2024-01-13;checked-in;2;Good hotel;2024-01-11
912;Radisson;Radisson City Inn;City Inn description;info912@hotel.com;Ukraine;Lviv;Shevchenka;14;Single;2;52;176;2024-02-17;2024-02-20;confirmed;3;Good hotel;2024-02-17
913;Radisson;Radisson Mountain Resort;Mountain Resort description;info913@hotel.com;Ukraine;Kyiv;Shevchenka;14;Double;4;222;428;2024-03-22;2024-03-25;checked-in;1;Good hotel;2024-03-22
914;Hilton;Hilton Mountain Resort;Mountain Resort description;info914@hotel.com;Ukraine;Odesa;Shevchenka;30;Single;4;214;479;2024-12-25;2024-12-28;pending;3;Good hotel;2024-12-25
915;Hilton;Hilton City Inn;City Inn description;info915@hotel.com;Ukraine;Lviv;Shevchenka;72;Single;2;171;12;2024-04-05;2024-04-12;checked-in;1;Good hotel;2024-04-05
916;Hilton;Hilton Mountain Resort;Mountain Resort description;info916@hotel.com;Ukraine;Odesa;Shevchenka;88;Double;3;179;245;2024-09-01;2024-09-05;pending;4;Good hotel;2024-09-01
917;Hilton;Hilton City Inn;City Inn description;info917@hotel.com;Ukraine;Odesa;Shevchenka;22;Single;2;92;61;2024-11-30;2024-12-03;checked-in;3;Good hotel;2024-11-30
918;Radisson;Radisson Sea View;Sea View description;info918@hotel.com;Ukraine;Odesa;Shevchenka;100;Suite;2;255;69;2024-01-29;2024-02-01;checked-in;4;Good hotel;2024-01-29
919;Marriott;Marriott Grand Hotel;Grand Hotel description;info919@hotel.com;Ukraine;Odesa;Shevchenka;33;Single;2;177;415;2024-10-19;2024-10-22;pending;1;Good hotel;2024-10-19
920;Marriott;Marriott Grand Hotel;Grand Hotel description;info920@hotel.com;Ukraine;Dnipro;Shevchenka;39;Double;3;185;313;2024-03-21;2024-03-28;checked-in;3;Good hotel;2024-03-21
921;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info921@hotel.com;Ukraine;Lviv;Shevchenka;52;Single;2;71;151;2024-01-15;2024-01-20;confirmed;3;Good hotel;2024-01-15
922;Marriott;Marriott Grand Hotel;Grand Hotel description;info922@hotel.com;Ukraine;Kyiv;Shevchenka;71;Single;4;111;364;2024-11-24;2024-11-26;pending;5;Good hotel;2024-11-24
923;Hilton;Hilton City Inn;City Inn description;info923@hotel.com;Ukraine;Odesa;Shevchenka;72;Double;3;61;138;2024-09-29;2024-10-04;pending;4;Good hotel;2024-09-29
924;Accor;Accor Mountain Resort;Mountain Resort description;info924@hotel.com;Ukraine;Lviv;Shevchenka;12;Double;1;170;468;2024-05-30;2024-06-02;checked-out;1;Good hotel;2024-05-30
925;Hilton;Hilton Grand Hotel;Grand Hotel description;info925@hotel.com;Ukraine;Dnipro;Shevchenka;44;Suite;1;279;229;2024-10-25;2024-10-27;pending;1;Good hotel;2024-10-25
926;Radisson;Radisson Sea View;Sea View description;info926@hotel.com;Ukraine;Dnipro;Shevchenka;80;Single;3;151;81;2024-12-02;2024-12-03;pending;3;Good hotel;2024-12-02
927;Marriott;Marriott Mountain Resort;Mountain Resort description;info927@hotel.com;Ukraine;Odesa;Shevchenka;20;Suite;3;150;181;2024-04-29;2024-05-06;checked-in;2;Good hotel;2024-04-29
928;Marriott;Marriott Sea View;Sea View description;info928@hotel.com;Ukraine;Lviv;Shevchenka;84;Single;3;236;203;2024-09-18;2024-09-22;checked-out;5;Good hotel;2024-09-18
929;Marriott;Marriott Mountain Resort;Mountain Resort description;info929@hotel.com;Ukraine;Kyiv;Shevchenka;51;Double;1;125;233;2024-01-16;2024-01-21;pending;3;Good hotel;2024-01-16
930;Radisson;Radisson Grand Hotel;Grand Hotel description;info930@hotel.com;Ukraine;Dnipro;Shevchenka;94;Double;3;164;288;2024-12-28;2025-01-03;confirmed;5;Good hotel;2024-12-28
931;Accor;Accor Sea View;Sea View description;info931@hotel.com;Ukraine;Lviv;Shevchenka;40;Double;1;183;353;2024-11-07;2024-11-12;checked-in;3;Good hotel;2024-11-07
932;Radisson;Radisson City Inn;City Inn description;info932@hotel.com;Ukraine;Kyiv;Shevchenka;75;Single;3;119;75;2024-06-16;2024-06-17;confirmed;3;Good hotel;2024-06-16
933;Radisson;Radisson Sea View;Sea View description;info933@hotel.com;Ukraine;Kyiv;Shevchenka;96;Double;1;115;150;2024-06-15;2024-06-18;checked-in;5;Good hotel;2024-06-15
934;Accor;Accor Sea View;Sea View description;info934@hotel.com;Ukraine;Lviv;Shevchenka;32;Suite;4;299;141;2024-09-27;2024-10-03;confirmed;4;Good hotel;2024-09-27
935;Accor;Accor City Inn;City Inn description;info935@hotel.com;Ukraine;Kyiv;Shevchenka;94;Double;4;69;211;2024-04-10;2024-04-11;checked-out;5;Good hotel;2024-04-10
936;Hyatt;Hyatt Sea View;Sea View description;info936@hotel.com;Ukraine;Odesa;Shevchenka;70;Single;3;270;144;2024-05-12;2024-05-16;pending;5;Good hotel;2024-05-12
937;Radisson;Radisson Sea View;Sea View description;info937@hotel.com;Ukraine;Dnipro;Shevchenka;16;Single;2;177;223;2024-02-08;2024-02-10;checked-out;4;Good hotel;2024-02-08
938;Hilton;Hilton Sea View;Sea View description;info938@hotel.com;Ukraine;Lviv;Shevchenka;9;Single;1;146;250;2024-09-10;2024-09-13;checked-out;4;Good hotel;2024-09-10
939;Radisson;Radisson Grand Hotel;Grand Hotel description;info939@hotel.com;Ukraine;Lviv;Shevchenka;18;Suite;2;56;154;2024-08-16;2024-08-17;pending;2;Good hotel;2024-08-16
940;Accor;Accor City Inn;City Inn description;info940@hotel.com;Ukraine;Lviv;Shevchenka;30;Double;2;229;496;2024-06-16;2024-06-21;checked-out;2;Good hotel;2024-06-16
941;Marriott;Marriott Sea View;Sea View description;info941@hotel.com;Ukraine;Lviv;Shevchenka;1;Suite;1;233;55;2024-04-18;2024-04-22;checked-out;4;Good hotel;2024-04-18
942;Accor;Accor Mountain Resort;Mountain Resort description;info942@hotel.com;Ukraine;Lviv;Shevchenka;88;Suite;2;82;199;2024-06-02;2024-06-09;pending;5;Good hotel;2024-06-02
943;Accor;Accor Grand Hotel;Grand Hotel description;info943@hotel.com;Ukraine;Lviv;Shevchenka;24;Suite;1;275;197;2024-01-20;2024-01-24;checked-in;4;Good hotel;2024-01-20
944;Accor;Accor Sea View;Sea View description;info944@hotel.com;Ukraine;Dnipro;Shevchenka;100;Single;2;223;138;2024-12-26;2024-12-29;checked-out;1;Good hotel;2024-12-26
945;Hilton;Hilton Sea View;Sea View description;info945@hotel.com;Ukraine;Odesa;Shevchenka;53;Single;2;84;381;2024-02-27;2024-03-01;checked-out;1;Good hotel;2024-02-27
946;Hilton;Hilton Mountain Resort;Mountain Resort description;info946@hotel.com;Ukraine;Dnipro;Shevchenka;16;Suite;4;240;487;2024-11-18;2024-11-19;checked-out;4;Good hotel;2024-11-18
947;Hilton;Hilton Sea View;Sea View description;info947@hotel.com;Ukraine;Odesa;Shevchenka;42;Suite;2;262;220;2024-08-16;2024-08-23;confirmed;1;Good hotel;2024-08-16
948;Radisson;Radisson Grand Hotel;Grand Hotel description;info948@hotel.com;Ukraine;Dnipro;Shevchenka;99;Single;2;93;423;2024-05-13;2024-05-14;checked-out;5;Good hotel;2024-05-13
949;Hilton;Hilton Grand Hotel;Grand Hotel description;info949@hotel.com;Ukraine;Lviv;Shevchenka;23;Single;4;86;232;2024-09-14;2024-09-15;confirmed;4;Good hotel;2024-09-14
950;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info950@hotel.com;Ukraine;Lviv;Shevchenka;80;Double;2;50;299;2024-08-16;2024-08-18;checked-in;1;Good hotel;2024-08-16
951;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info951@hotel.com;Ukraine;Lviv;Shevchenka;6;Suite;4;52;18;2024-09-03;2024-09-09;confirmed;3;Good hotel;2024-09-03
952;Radisson;Radisson Sea View;Sea View description;info952@hotel.com;Ukraine;Lviv;Shevchenka;48;Single;4;72;234;2024-05-01;2024-05-04;checked-out;1;Good hotel;2024-05-01
953;Radisson;Radisson Grand Hotel;Grand Hotel description;info953@hotel.com;Ukraine;Odesa;Shevchenka;52;Double;3;287;499;2024-10-13;2024-10-17;confirmed;5;Good hotel;2024-10-13
954;Hilton;Hilton Mountain Resort;Mountain Resort description;info954@hotel.com;Ukraine;Odesa;Shevchenka;40;Suite;1;182;289;2024-04-07;2024-04-14;checked-out;5;Good hotel;2024-04-07
955;Marriott;Marriott Sea View;Sea View description;info955@hotel.com;Ukraine;Kyiv;Shevchenka;95;Double;3;160;399;2024-12-02;2024-12-05;checked-out;2;Good hotel;2024-12-02
956;Hyatt;Hyatt City Inn;City Inn description;info956@hotel.com;Ukraine;Dnipro;Shevchenka;67;Suite;2;93;184;2024-01-26;2024-01-31;confirmed;1;Good hotel;2024-01-26
957;Hyatt;Hyatt City Inn;City Inn description;info957@hotel.com;Ukraine;Lviv;Shevchenka;57;Single;4;152;301;2024-06-05;2024-06-10;checked-in;3;Good hotel;2024-06-05
958;Marriott;Marriott Sea View;Sea View description;info958@hotel.com;Ukraine;Dnipro;Shevchenka;70;Double;3;238;479;2024-10-05;2024-10-09;confirmed;2;Good hotel;2024-10-05
959;Radisson;Radisson Mountain Resort;Mountain Resort description;info959@hotel.com;Ukraine;Kyiv;Shevchenka;38;Single;1;117;358;2024-12-12;2024-12-18;pending;2;Good hotel;2024-12-12
960;Radisson;Radisson Sea View;Sea View description;info960@hotel.com;Ukraine;Lviv;Shevchenka;89;Double;1;87;108;2024-01-08;2024-01-12;pending;2;Good hotel;2024-01-08
961;Radisson;Radisson City Inn;City Inn description;info961@hotel.com;Ukraine;Odesa;Shevchenka;45;Double;2;292;467;2024-09-08;2024-09-11;pending;3;Good hotel;2024-09-08
962;Radisson;Radisson Sea View;Sea View description;info962@hotel.com;Ukraine;Kyiv;Shevchenka;8;Suite;2;76;410;2024-12-13;2024-12-17;checked-in;2;Good hotel;2024-12-13
963;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info963@hotel.com;Ukraine;Lviv;Shevchenka;98;Double;2;94;412;2024-03-27;2024-03-29;pending;3;Good hotel;2024-03-27
964;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info964@hotel.com;Ukraine;Kyiv;Shevchenka;54;Single;4;112;182;2024-03-05;2024-03-10;pending;1;Good hotel;2024-03-05
965;Hilton;Hilton Mountain Resort;Mountain Resort description;info965@hotel.com;Ukraine;Kyiv;Shevchenka;71;Double;1;57;64;2024-09-07;2024-09-13;checked-out;5;Good hotel;2024-09-07
966;Accor;Accor Sea View;Sea View description;info966@hotel.com;Ukraine;Lviv;Shevchenka;30;Double;2;112;349;2024-05-30;2024-06-03;pending;3;Good hotel;2024-05-30
967;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info967@hotel.com;Ukraine;Kyiv;Shevchenka;96;Single;2;230;424;2024-01-02;2024-01-04;checked-in;2;Good hotel;2024-01-02
968;Accor;Accor Mountain Resort;Mountain Resort description;info968@hotel.com;Ukraine;Dnipro;Shevchenka;99;Suite;1;138;125;2024-06-01;2024-06-04;pending;2;Good hotel;2024-06-01
969;Hilton;Hilton Sea View;Sea View description;info969@hotel.com;Ukraine;Odesa;Shevchenka;37;Double;4;134;335;2024-09-28;2024-09-30;pending;3;Good hotel;2024-09-28
970;Hilton;Hilton City Inn;City Inn description;info970@hotel.com;Ukraine;Kyiv;Shevchenka;98;Single;1;50;96;2024-05-12;2024-05-15;checked-out;3;Good hotel;2024-05-12
971;Accor;Accor Mountain Resort;Mountain Resort description;info971@hotel.com;Ukraine;Kyiv;Shevchenka;30;Single;4;194;293;2024-06-23;2024-06-27;checked-out;4;Good hotel;2024-06-23
972;Radisson;Radisson City Inn;City Inn description;info972@hotel.com;Ukraine;Dnipro;Shevchenka;43;Double;3;252;25;2024-11-26;2024-11-28;confirmed;3;Good hotel;2024-11-26
973;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info973@hotel.com;Ukraine;Odesa;Shevchenka;95;Single;2;195;443;2024-09-04;2024-09-10;confirmed;3;Good hotel;2024-09-04
974;Marriott;Marriott Grand Hotel;Grand Hotel description;info974@hotel.com;Ukraine;Odesa;Shevchenka;91;Suite;2;174;321;2024-03-28;2024-04-02;pending;2;Good hotel;2024-03-28
975;Marriott;Marriott Grand Hotel;Grand Hotel description;info975@hotel.com;Ukraine;Dnipro;Shevchenka;53;Suite;1;120;30;2024-02-23;2024-02-24;checked-out;4;Good hotel;2024-02-23
976;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info976@hotel.com;Ukraine;Lviv;Shevchenka;44;Double;4;186;155;2024-08-23;2024-08-27;confirmed;3;Good hotel;2024-08-23
977;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info977@hotel.com;Ukraine;Odesa;Shevchenka;2;Single;3;253;224;2024-05-31;2024-06-05;confirmed;2;Good hotel;2024-05-31
978;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info978@hotel.com;Ukraine;Odesa;Shevchenka;95;Double;3;126;156;2024-04-30;2024-05-07;pending;2;Good hotel;2024-04-30
979;Marriott;Marriott Sea View;Sea View description;info979@hotel.com;Ukraine;Dnipro;Shevchenka;16;Single;2;258;219;2024-11-29;2024-12-06;checked-out;1;Good hotel;2024-11-29
980;Accor;Accor Mountain Resort;Mountain Resort description;info980@hotel.com;Ukraine;Odesa;Shevchenka;30;Suite;1;224;201;2024-11-13;2024-11-15;checked-in;5;Good hotel;2024-11-13
981;Hilton;Hilton Sea View;Sea View description;info981@hotel.com;Ukraine;Odesa;Shevchenka;49;Single;1;264;45;2024-03-06;2024-03-13;checked-in;5;Good hotel;2024-03-06
982;Radisson;Radisson Grand Hotel;Grand Hotel description;info982@hotel.com;Ukraine;Odesa;Shevchenka;25;Double;4;145;486;2024-08-24;2024-08-28;checked-out;1;Good hotel;2024-08-24
983;Hilton;Hilton City Inn;City Inn description;info983@hotel.com;Ukraine;Kyiv;Shevchenka;94;Double;1;236;463;2024-07-07;2024-07-09;pending;5;Good hotel;2024-07-07
984;Marriott;Marriott City Inn;City Inn description;info984@hotel.com;Ukraine;Odesa;Shevchenka;48;Single;4;93;107;2024-06-24;2024-06-30;checked-in;1;Good hotel;2024-06-24
985;Radisson;Radisson City Inn;City Inn description;info985@hotel.com;Ukraine;Kyiv;Shevchenka;44;Suite;2;256;438;2024-12-31;2025-01-06;checked-out;2;Good hotel;2024-12-31
986;Marriott;Marriott Sea View;Sea View description;info986@hotel.com;Ukraine;Kyiv;Shevchenka;94;Single;1;277;415;2024-04-11;2024-04-16;checked-out;2;Good hotel;2024-04-11
987;Marriott;Marriott City Inn;City Inn description;info987@hotel.com;Ukraine;Odesa;Shevchenka;59;Single;3;75;32;2024-02-03;2024-02-04;pending;3;Good hotel;2024-02-03
988;Radisson;Radisson Mountain Resort;Mountain Resort description;info988@hotel.com;Ukraine;Odesa;Shevchenka;18;Suite;4;235;150;2024-01-26;2024-01-28;pending;1;Good hotel;2024-01-26
989;Radisson;Radisson Grand Hotel;Grand Hotel description;info989@hotel.com;Ukraine;Odesa;Shevchenka;55;Suite;1;228;121;2024-03-09;2024-03-12;confirmed;1;Good hotel;2024-03-09
990;Hilton;Hilton City Inn;City Inn description;info990@hotel.com;Ukraine;Odesa;Shevchenka;30;Double;3;98;304;2024-08-18;2024-08-23;checked-in;4;Good hotel;2024-08-18
991;Marriott;Marriott Sea View;Sea View description;info991@hotel.com;Ukraine;Odesa;Shevchenka;24;Single;2;227;288;2024-06-01;2024-06-08;checked-in;2;Good hotel;2024-06-01
992;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info992@hotel.com;Ukraine;Kyiv;Shevchenka;77;Double;2;133;219;2024-12-04;2024-12-06;checked-out;4;Good hotel;2024-12-04
993;Radisson;Radisson Grand Hotel;Grand Hotel description;info993@hotel.com;Ukraine;Odesa;Shevchenka;100;Suite;2;300;465;2024-05-28;2024-06-01;confirmed;1;Good hotel;2024-05-28
994;Accor;Accor Grand Hotel;Grand Hotel description;info994@hotel.com;Ukraine;Kyiv;Shevchenka;48;Single;2;67;201;2024-03-16;2024-03-20;checked-out;1;Good hotel;2024-03-16
995;Hilton;Hilton Mountain Resort;Mountain Resort description;info995@hotel.com;Ukraine;Kyiv;Shevchenka;12;Double;4;107;71;2024-12-23;2024-12-30;pending;3;Good hotel;2024-12-23
996;Accor;Accor Grand Hotel;Grand Hotel description;info996@hotel.com;Ukraine;Odesa;Shevchenka;24;Single;2;165;123;2024-02-27;2024-03-05;checked-out;2;Good hotel;2024-02-27
997;Hilton;Hilton Mountain Resort;Mountain Resort description;info997@hotel.com;Ukraine;Kyiv;Shevchenka;47;Double;1;101;303;2024-04-26;2024-05-03;confirmed;1;Good hotel;2024-04-26
998;Hilton;Hilton Grand Hotel;Grand Hotel description;info998@hotel.com;Ukraine;Odesa;Shevchenka;39;Single;3;108;123;2024-12-03;2024-12-06;confirmed;2;Good hotel;2024-12-03
999;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info999@hotel.com;Ukraine;Dnipro;Shevchenka;29;Double;2;283;175;2024-08-28;2024-09-03;checked-out;5;Good hotel;2024-08-28
